size_usd,repaid,liquidated,days_ago,wallet_id,wallet_type
5685.92,True,False,1181,0x0000000000000000000000000000000000000003,moderate
70586.3,True,False,1157,0x0000000000000000000000000000000000000003,moderate
2740.56,True,False,1024,0x0000000000000000000000000000000000000003,moderate
365.67,True,False,890,0x0000000000000000000000000000000000000003,moderate
3392.9,True,False,825,0x0000000000000000000000000000000000000003,moderate
5977.04,True,False,637,0x0000000000000000000000000000000000000003,moderate
11527.22,True,False,482,0x0000000000000000000000000000000000000003,moderate
159677.53,True,False,412,0x0000000000000000000000000000000000000003,moderate
726.22,True,False,347,0x0000000000000000000000000000000000000003,moderate
7116.49,True,False,153,0x0000000000000000000000000000000000000003,moderate
5945.41,True,False,113,0x0000000000000000000000000000000000000003,moderate
347.15,True,False,1137,0x0000000000000000000000000000000000000004,reliable
942.59,True,False,1072,0x0000000000000000000000000000000000000004,reliable
3565.82,True,False,1070,0x0000000000000000000000000000000000000004,reliable
37821.06,True,False,1029,0x0000000000000000000000000000000000000004,reliable
831.12,True,False,964,0x0000000000000000000000000000000000000004,reliable
6670.95,True,False,937,0x0000000000000000000000000000000000000004,reliable
196.56,True,False,863,0x0000000000000000000000000000000000000004,reliable
325.54,True,False,695,0x0000000000000000000000000000000000000004,reliable
309.28,False,False,572,0x0000000000000000000000000000000000000004,reliable
324.3,True,False,556,0x0000000000000000000000000000000000000004,reliable
29303.79,True,False,410,0x0000000000000000000000000000000000000004,reliable
8543.27,False,True,407,0x0000000000000000000000000000000000000004,reliable
907.59,True,False,235,0x0000000000000000000000000000000000000004,reliable
5131.11,True,False,190,0x0000000000000000000000000000000000000004,reliable
104651.82,True,False,170,0x0000000000000000000000000000000000000004,reliable
3988.35,True,False,137,0x0000000000000000000000000000000000000004,reliable
109227.24,True,False,1158,0x0000000000000000000000000000000000000005,reliable
729.52,True,False,1013,0x0000000000000000000000000000000000000005,reliable
10174.12,True,False,981,0x0000000000000000000000000000000000000005,reliable
28113.87,True,False,843,0x0000000000000000000000000000000000000005,reliable
1992.87,True,False,783,0x0000000000000000000000000000000000000005,reliable
1078.74,True,False,314,0x0000000000000000000000000000000000000005,reliable
2048.39,True,False,1160,0x0000000000000000000000000000000000000006,moderate
13907.94,True,False,1109,0x0000000000000000000000000000000000000006,moderate
583.81,True,False,1102,0x0000000000000000000000000000000000000006,moderate
374.56,True,False,1025,0x0000000000000000000000000000000000000006,moderate
7421.58,True,False,967,0x0000000000000000000000000000000000000006,moderate
1225.04,True,False,811,0x0000000000000000000000000000000000000006,moderate
92812.85,True,False,771,0x0000000000000000000000000000000000000006,moderate
4052.34,True,False,750,0x0000000000000000000000000000000000000006,moderate
6842.72,True,False,590,0x0000000000000000000000000000000000000006,moderate
3205.73,True,False,560,0x0000000000000000000000000000000000000006,moderate
97767.07,True,False,497,0x0000000000000000000000000000000000000006,moderate
142858.55,True,False,366,0x0000000000000000000000000000000000000006,moderate
839.9,False,True,267,0x0000000000000000000000000000000000000006,moderate
10628.38,True,False,1184,0x0000000000000000000000000000000000000007,reliable
4335.5,True,False,1132,0x0000000000000000000000000000000000000007,reliable
8364.79,True,False,1076,0x0000000000000000000000000000000000000007,reliable
105531.32,True,False,1018,0x0000000000000000000000000000000000000007,reliable
6037.74,True,False,979,0x0000000000000000000000000000000000000007,reliable
16935.28,True,False,744,0x0000000000000000000000000000000000000007,reliable
5703.11,True,False,742,0x0000000000000000000000000000000000000007,reliable
122064.41,True,False,738,0x0000000000000000000000000000000000000007,reliable
2599.29,True,False,723,0x0000000000000000000000000000000000000007,reliable
1186.95,True,False,626,0x0000000000000000000000000000000000000007,reliable
2390.68,True,False,509,0x0000000000000000000000000000000000000007,reliable
823.95,True,False,501,0x0000000000000000000000000000000000000007,reliable
3387.5,True,False,466,0x0000000000000000000000000000000000000007,reliable
6135.15,True,False,454,0x0000000000000000000000000000000000000007,reliable
1965.18,False,False,407,0x0000000000000000000000000000000000000007,reliable
492.7,True,False,406,0x0000000000000000000000000000000000000007,reliable
17946.74,True,False,348,0x0000000000000000000000000000000000000007,reliable
2041.63,True,False,179,0x0000000000000000000000000000000000000007,reliable
2367.04,False,True,85,0x0000000000000000000000000000000000000007,reliable
14415.52,True,False,71,0x0000000000000000000000000000000000000007,reliable
75995.6,True,False,46,0x0000000000000000000000000000000000000007,reliable
16621.18,True,False,1176,0x0000000000000000000000000000000000000008,reliable
5308.66,True,False,1041,0x0000000000000000000000000000000000000008,reliable
28478.55,True,False,895,0x0000000000000000000000000000000000000008,reliable
821.38,True,False,833,0x0000000000000000000000000000000000000008,reliable
534.12,True,False,665,0x0000000000000000000000000000000000000008,reliable
8374.14,True,False,549,0x0000000000000000000000000000000000000008,reliable
559.18,False,False,511,0x0000000000000000000000000000000000000008,reliable
7047.56,True,False,367,0x0000000000000000000000000000000000000008,reliable
6508.69,True,False,199,0x0000000000000000000000000000000000000008,reliable
50.0,False,False,182,0x0000000000000000000000000000000000000008,reliable
1237.84,False,False,1056,0x0000000000000000000000000000000000000009,reliable
762.46,True,False,993,0x0000000000000000000000000000000000000009,reliable
4111.46,True,False,928,0x0000000000000000000000000000000000000009,reliable
338.18,True,False,886,0x0000000000000000000000000000000000000009,reliable
42767.63,True,False,807,0x0000000000000000000000000000000000000009,reliable
6197.24,True,False,804,0x0000000000000000000000000000000000000009,reliable
58364.77,True,False,780,0x0000000000000000000000000000000000000009,reliable
11633.88,True,False,773,0x0000000000000000000000000000000000000009,reliable
30416.33,True,False,772,0x0000000000000000000000000000000000000009,reliable
206.44,True,False,718,0x0000000000000000000000000000000000000009,reliable
11171.6,True,False,458,0x0000000000000000000000000000000000000009,reliable
98383.24,True,False,383,0x0000000000000000000000000000000000000009,reliable
24558.28,True,False,163,0x0000000000000000000000000000000000000009,reliable
505.11,True,False,114,0x0000000000000000000000000000000000000009,reliable
1619.52,True,False,60,0x0000000000000000000000000000000000000009,reliable
275.51,True,False,1106,0x000000000000000000000000000000000000000a,reliable
617.51,True,False,1038,0x000000000000000000000000000000000000000a,reliable
42632.57,True,False,1036,0x000000000000000000000000000000000000000a,reliable
4489.69,True,False,993,0x000000000000000000000000000000000000000a,reliable
246608.01,True,False,909,0x000000000000000000000000000000000000000a,reliable
3833.44,True,False,815,0x000000000000000000000000000000000000000a,reliable
1530.87,True,False,770,0x000000000000000000000000000000000000000a,reliable
11808.11,True,False,757,0x000000000000000000000000000000000000000a,reliable
16855.59,True,False,728,0x000000000000000000000000000000000000000a,reliable
501.03,True,False,676,0x000000000000000000000000000000000000000a,reliable
9020.76,True,False,543,0x000000000000000000000000000000000000000a,reliable
1191.95,True,False,535,0x000000000000000000000000000000000000000a,reliable
238.09,True,False,535,0x000000000000000000000000000000000000000a,reliable
20816.93,True,False,494,0x000000000000000000000000000000000000000a,reliable
2579.22,True,False,223,0x000000000000000000000000000000000000000a,reliable
5813.04,True,False,135,0x000000000000000000000000000000000000000a,reliable
24333.17,True,False,120,0x000000000000000000000000000000000000000a,reliable
4584.67,True,False,52,0x000000000000000000000000000000000000000a,reliable
356.43,True,False,34,0x000000000000000000000000000000000000000a,reliable
16273.17,True,False,1151,0x000000000000000000000000000000000000000b,reliable
1288.96,True,False,1128,0x000000000000000000000000000000000000000b,reliable
4728.52,True,False,956,0x000000000000000000000000000000000000000b,reliable
4941.94,True,False,927,0x000000000000000000000000000000000000000b,reliable
8589.46,True,False,907,0x000000000000000000000000000000000000000b,reliable
4276.58,True,False,882,0x000000000000000000000000000000000000000b,reliable
14373.26,True,False,860,0x000000000000000000000000000000000000000b,reliable
22277.38,True,False,794,0x000000000000000000000000000000000000000b,reliable
2566.63,True,False,525,0x000000000000000000000000000000000000000b,reliable
8900.3,False,True,286,0x000000000000000000000000000000000000000b,reliable
10091.13,True,False,182,0x000000000000000000000000000000000000000b,reliable
11493.33,True,False,148,0x000000000000000000000000000000000000000b,reliable
15297.91,False,True,127,0x000000000000000000000000000000000000000b,reliable
2549.54,True,False,19,0x000000000000000000000000000000000000000b,reliable
708.08,True,False,10,0x000000000000000000000000000000000000000b,reliable
74.63,True,False,1016,0x000000000000000000000000000000000000000c,moderate
6818.26,True,False,1006,0x000000000000000000000000000000000000000c,moderate
74428.06,True,False,815,0x000000000000000000000000000000000000000c,moderate
999.58,True,False,563,0x000000000000000000000000000000000000000c,moderate
8237.85,True,False,487,0x000000000000000000000000000000000000000c,moderate
15496.04,True,False,431,0x000000000000000000000000000000000000000c,moderate
7683.24,True,False,205,0x000000000000000000000000000000000000000c,moderate
74566.44,True,False,113,0x000000000000000000000000000000000000000c,moderate
8510.35,True,False,1194,0x000000000000000000000000000000000000000d,reliable
133088.68,True,False,1167,0x000000000000000000000000000000000000000d,reliable
1119.68,True,False,1096,0x000000000000000000000000000000000000000d,reliable
13445.23,True,False,1023,0x000000000000000000000000000000000000000d,reliable
55.45,True,False,1002,0x000000000000000000000000000000000000000d,reliable
2012.85,True,False,992,0x000000000000000000000000000000000000000d,reliable
661.45,True,False,948,0x000000000000000000000000000000000000000d,reliable
315.55,True,False,946,0x000000000000000000000000000000000000000d,reliable
1085.24,False,False,698,0x000000000000000000000000000000000000000d,reliable
231.93,True,False,671,0x000000000000000000000000000000000000000d,reliable
1561.64,True,False,576,0x000000000000000000000000000000000000000d,reliable
2494.82,True,False,484,0x000000000000000000000000000000000000000d,reliable
9585.23,True,False,211,0x000000000000000000000000000000000000000d,reliable
732.51,True,False,150,0x000000000000000000000000000000000000000d,reliable
4433.35,True,False,136,0x000000000000000000000000000000000000000d,reliable
7507.53,True,False,104,0x000000000000000000000000000000000000000d,reliable
39926.26,True,False,20,0x000000000000000000000000000000000000000d,reliable
1625.47,True,False,1177,0x000000000000000000000000000000000000000e,reliable
87241.59,True,False,1152,0x000000000000000000000000000000000000000e,reliable
24411.87,True,False,1142,0x000000000000000000000000000000000000000e,reliable
403.5,True,False,1111,0x000000000000000000000000000000000000000e,reliable
13346.5,False,True,1087,0x000000000000000000000000000000000000000e,reliable
14206.19,True,False,1086,0x000000000000000000000000000000000000000e,reliable
477.09,True,False,1084,0x000000000000000000000000000000000000000e,reliable
2614.73,True,False,1041,0x000000000000000000000000000000000000000e,reliable
5556.18,True,False,956,0x000000000000000000000000000000000000000e,reliable
96031.86,True,False,934,0x000000000000000000000000000000000000000e,reliable
719.85,True,False,924,0x000000000000000000000000000000000000000e,reliable
286.16,True,False,863,0x000000000000000000000000000000000000000e,reliable
180.26,True,False,755,0x000000000000000000000000000000000000000e,reliable
79.57,True,False,599,0x000000000000000000000000000000000000000e,reliable
5787.48,True,False,535,0x000000000000000000000000000000000000000e,reliable
17422.76,True,False,503,0x000000000000000000000000000000000000000e,reliable
13139.75,True,False,461,0x000000000000000000000000000000000000000e,reliable
4436.05,True,False,171,0x000000000000000000000000000000000000000e,reliable
172.8,True,False,160,0x000000000000000000000000000000000000000e,reliable
1921.65,False,False,137,0x000000000000000000000000000000000000000e,reliable
26514.46,True,False,51,0x000000000000000000000000000000000000000e,reliable
90849.56,True,False,931,0x000000000000000000000000000000000000000f,moderate
12478.8,True,False,803,0x000000000000000000000000000000000000000f,moderate
83024.44,True,False,139,0x000000000000000000000000000000000000000f,moderate
39048.73,False,True,36,0x000000000000000000000000000000000000000f,moderate
1330.97,False,True,20,0x000000000000000000000000000000000000000f,moderate
2557.36,True,False,1174,0x0000000000000000000000000000000000000010,reliable
4328.68,True,False,1131,0x0000000000000000000000000000000000000010,reliable
5633.78,True,False,1072,0x0000000000000000000000000000000000000010,reliable
2573.43,True,False,999,0x0000000000000000000000000000000000000010,reliable
1584.31,True,False,995,0x0000000000000000000000000000000000000010,reliable
2275.95,True,False,991,0x0000000000000000000000000000000000000010,reliable
3328.72,True,False,967,0x0000000000000000000000000000000000000010,reliable
390767.63,True,False,935,0x0000000000000000000000000000000000000010,reliable
1248.83,True,False,670,0x0000000000000000000000000000000000000010,reliable
2759.3,True,False,624,0x0000000000000000000000000000000000000010,reliable
2122.76,True,False,594,0x0000000000000000000000000000000000000010,reliable
22432.06,True,False,555,0x0000000000000000000000000000000000000010,reliable
19427.72,True,False,498,0x0000000000000000000000000000000000000010,reliable
15500.78,False,False,475,0x0000000000000000000000000000000000000010,reliable
1129.28,True,False,398,0x0000000000000000000000000000000000000010,reliable
127.69,True,False,302,0x0000000000000000000000000000000000000010,reliable
7889.7,True,False,259,0x0000000000000000000000000000000000000010,reliable
2671.93,True,False,254,0x0000000000000000000000000000000000000010,reliable
485.7,True,False,210,0x0000000000000000000000000000000000000010,reliable
5291.4,True,False,146,0x0000000000000000000000000000000000000010,reliable
1931.57,True,False,70,0x0000000000000000000000000000000000000010,reliable
11540.6,True,False,38,0x0000000000000000000000000000000000000010,reliable
4642.33,True,False,25,0x0000000000000000000000000000000000000010,reliable
21467.62,True,False,21,0x0000000000000000000000000000000000000010,reliable
3757.31,True,False,1140,0x0000000000000000000000000000000000000011,moderate
12425.31,True,False,1053,0x0000000000000000000000000000000000000011,moderate
1499.75,True,False,762,0x0000000000000000000000000000000000000011,moderate
1112.04,False,False,573,0x0000000000000000000000000000000000000011,moderate
3647.14,True,False,20,0x0000000000000000000000000000000000000011,moderate
12424.24,True,False,1180,0x0000000000000000000000000000000000000012,reliable
7729.93,True,False,1079,0x0000000000000000000000000000000000000012,reliable
5446.99,True,False,1073,0x0000000000000000000000000000000000000012,reliable
63.93,True,False,930,0x0000000000000000000000000000000000000012,reliable
5504.72,True,False,923,0x0000000000000000000000000000000000000012,reliable
23679.63,False,True,681,0x0000000000000000000000000000000000000012,reliable
101121.01,True,False,580,0x0000000000000000000000000000000000000012,reliable
7485.64,True,False,369,0x0000000000000000000000000000000000000012,reliable
7556.11,True,False,365,0x0000000000000000000000000000000000000012,reliable
31242.28,True,False,338,0x0000000000000000000000000000000000000012,reliable
1434.11,True,False,233,0x0000000000000000000000000000000000000012,reliable
3070.03,True,False,91,0x0000000000000000000000000000000000000012,reliable
749.14,True,False,49,0x0000000000000000000000000000000000000012,reliable
4560.91,True,False,47,0x0000000000000000000000000000000000000012,reliable
13187.34,True,False,16,0x0000000000000000000000000000000000000012,reliable
3339.4,True,False,1163,0x0000000000000000000000000000000000000013,reliable
12344.17,True,False,896,0x0000000000000000000000000000000000000013,reliable
2603.29,True,False,895,0x0000000000000000000000000000000000000013,reliable
7050.01,True,False,888,0x0000000000000000000000000000000000000013,reliable
990.11,True,False,757,0x0000000000000000000000000000000000000013,reliable
1413.11,True,False,579,0x0000000000000000000000000000000000000013,reliable
3969.19,True,False,493,0x0000000000000000000000000000000000000013,reliable
1757.42,True,False,219,0x0000000000000000000000000000000000000013,reliable
9589.66,True,False,46,0x0000000000000000000000000000000000000013,reliable
18325.74,True,False,943,0x0000000000000000000000000000000000000014,moderate
1367.08,False,True,802,0x0000000000000000000000000000000000000014,moderate
12208.69,True,False,529,0x0000000000000000000000000000000000000014,moderate
1473.77,True,False,501,0x0000000000000000000000000000000000000014,moderate
4665.43,True,False,208,0x0000000000000000000000000000000000000014,moderate
93770.25,True,False,1026,0x0000000000000000000000000000000000000015,moderate
1316.35,True,False,896,0x0000000000000000000000000000000000000015,moderate
420880.0,True,False,810,0x0000000000000000000000000000000000000015,moderate
3301.94,True,False,810,0x0000000000000000000000000000000000000015,moderate
2013.12,True,False,788,0x0000000000000000000000000000000000000015,moderate
4510.3,True,False,682,0x0000000000000000000000000000000000000015,moderate
862.16,False,False,601,0x0000000000000000000000000000000000000015,moderate
5158.47,True,False,598,0x0000000000000000000000000000000000000015,moderate
6241.68,True,False,562,0x0000000000000000000000000000000000000015,moderate
73267.32,True,False,510,0x0000000000000000000000000000000000000015,moderate
1518.19,True,False,347,0x0000000000000000000000000000000000000015,moderate
3560.94,True,False,131,0x0000000000000000000000000000000000000015,moderate
22318.21,True,False,81,0x0000000000000000000000000000000000000015,moderate
9259.49,True,False,18,0x0000000000000000000000000000000000000015,moderate
172144.01,True,False,1092,0x0000000000000000000000000000000000000016,reliable
2220.43,True,False,956,0x0000000000000000000000000000000000000016,reliable
1127.15,True,False,759,0x0000000000000000000000000000000000000016,reliable
3484.79,True,False,671,0x0000000000000000000000000000000000000016,reliable
218.93,True,False,587,0x0000000000000000000000000000000000000016,reliable
27896.46,True,False,541,0x0000000000000000000000000000000000000016,reliable
11780.27,True,False,539,0x0000000000000000000000000000000000000016,reliable
4474.55,True,False,524,0x0000000000000000000000000000000000000016,reliable
478.14,True,False,362,0x0000000000000000000000000000000000000016,reliable
1523.87,True,False,318,0x0000000000000000000000000000000000000016,reliable
133669.66,True,False,304,0x0000000000000000000000000000000000000016,reliable
10053.73,True,False,168,0x0000000000000000000000000000000000000016,reliable
20135.95,True,False,23,0x0000000000000000000000000000000000000016,reliable
45280.71,True,False,1154,0x0000000000000000000000000000000000000017,moderate
3805.99,True,False,1117,0x0000000000000000000000000000000000000017,moderate
3009.98,True,False,853,0x0000000000000000000000000000000000000017,moderate
3082.05,True,False,522,0x0000000000000000000000000000000000000017,moderate
8730.71,True,False,469,0x0000000000000000000000000000000000000017,moderate
1384.85,True,False,390,0x0000000000000000000000000000000000000017,moderate
287.87,False,False,384,0x0000000000000000000000000000000000000017,moderate
298.68,False,True,279,0x0000000000000000000000000000000000000017,moderate
258.24,True,False,165,0x0000000000000000000000000000000000000017,moderate
613.99,True,False,75,0x0000000000000000000000000000000000000017,moderate
1799.81,False,True,1098,0x0000000000000000000000000000000000000018,reliable
26634.07,True,False,1086,0x0000000000000000000000000000000000000018,reliable
31896.28,True,False,1068,0x0000000000000000000000000000000000000018,reliable
13612.61,True,False,1045,0x0000000000000000000000000000000000000018,reliable
30842.67,True,False,1019,0x0000000000000000000000000000000000000018,reliable
885.69,True,False,1010,0x0000000000000000000000000000000000000018,reliable
4941.62,True,False,951,0x0000000000000000000000000000000000000018,reliable
199.49,False,False,790,0x0000000000000000000000000000000000000018,reliable
11610.7,True,False,526,0x0000000000000000000000000000000000000018,reliable
4678.89,True,False,504,0x0000000000000000000000000000000000000018,reliable
19454.18,True,False,498,0x0000000000000000000000000000000000000018,reliable
15090.49,True,False,464,0x0000000000000000000000000000000000000018,reliable
3469.52,True,False,354,0x0000000000000000000000000000000000000018,reliable
1032.55,True,False,337,0x0000000000000000000000000000000000000018,reliable
364.88,True,False,314,0x0000000000000000000000000000000000000018,reliable
3025.65,True,False,312,0x0000000000000000000000000000000000000018,reliable
8221.95,True,False,160,0x0000000000000000000000000000000000000018,reliable
672.34,True,False,138,0x0000000000000000000000000000000000000018,reliable
3148.59,False,False,135,0x0000000000000000000000000000000000000018,reliable
188.91,True,False,111,0x0000000000000000000000000000000000000018,reliable
6274.93,True,False,28,0x0000000000000000000000000000000000000018,reliable
50.0,True,False,21,0x0000000000000000000000000000000000000018,reliable
613.19,True,False,1141,0x0000000000000000000000000000000000000019,reliable
7374.27,True,False,973,0x0000000000000000000000000000000000000019,reliable
19799.03,True,False,968,0x0000000000000000000000000000000000000019,reliable
2310.38,True,False,798,0x0000000000000000000000000000000000000019,reliable
619.13,True,False,679,0x0000000000000000000000000000000000000019,reliable
4860.31,True,False,568,0x0000000000000000000000000000000000000019,reliable
224964.22,True,False,436,0x0000000000000000000000000000000000000019,reliable
759.73,True,False,300,0x0000000000000000000000000000000000000019,reliable
21109.77,True,False,1135,0x000000000000000000000000000000000000001a,reliable
26563.37,True,False,1015,0x000000000000000000000000000000000000001a,reliable
2608.37,True,False,997,0x000000000000000000000000000000000000001a,reliable
2882.24,True,False,978,0x000000000000000000000000000000000000001a,reliable
14079.52,True,False,866,0x000000000000000000000000000000000000001a,reliable
5603.01,True,False,696,0x000000000000000000000000000000000000001a,reliable
673.84,True,False,691,0x000000000000000000000000000000000000001a,reliable
891.02,True,False,682,0x000000000000000000000000000000000000001a,reliable
175.29,True,False,646,0x000000000000000000000000000000000000001a,reliable
50366.85,False,False,272,0x000000000000000000000000000000000000001a,reliable
2218.13,True,False,59,0x000000000000000000000000000000000000001a,reliable
2021.7,True,False,1045,0x000000000000000000000000000000000000001b,reliable
1173.71,True,False,1026,0x000000000000000000000000000000000000001b,reliable
427.7,True,False,989,0x000000000000000000000000000000000000001b,reliable
100.61,True,False,736,0x000000000000000000000000000000000000001b,reliable
54.38,False,False,639,0x000000000000000000000000000000000000001b,reliable
108.63,True,False,462,0x000000000000000000000000000000000000001b,reliable
7138.81,True,False,363,0x000000000000000000000000000000000000001b,reliable
3871.32,True,False,169,0x000000000000000000000000000000000000001b,reliable
910.55,True,False,76,0x000000000000000000000000000000000000001b,reliable
1368.13,True,False,831,0x000000000000000000000000000000000000001c,reliable
20375.0,True,False,779,0x000000000000000000000000000000000000001c,reliable
1482.17,True,False,469,0x000000000000000000000000000000000000001c,reliable
4259.62,True,False,320,0x000000000000000000000000000000000000001c,reliable
1666.7,True,False,275,0x000000000000000000000000000000000000001c,reliable
13024.15,True,False,152,0x000000000000000000000000000000000000001c,reliable
4218.74,True,False,143,0x000000000000000000000000000000000000001c,reliable
13024.61,True,False,123,0x000000000000000000000000000000000000001c,reliable
3047.26,True,False,82,0x000000000000000000000000000000000000001c,reliable
863.36,True,False,1112,0x000000000000000000000000000000000000001d,reliable
184.64,True,False,787,0x000000000000000000000000000000000000001d,reliable
141.98,True,False,456,0x000000000000000000000000000000000000001d,reliable
1137.11,True,False,263,0x000000000000000000000000000000000000001d,reliable
6855.36,True,False,137,0x000000000000000000000000000000000000001d,reliable
34946.91,True,False,1189,0x000000000000000000000000000000000000001e,reliable
2112.35,True,False,829,0x000000000000000000000000000000000000001e,reliable
1206.98,True,False,794,0x000000000000000000000000000000000000001e,reliable
20150.18,True,False,777,0x000000000000000000000000000000000000001e,reliable
425.17,True,False,753,0x000000000000000000000000000000000000001e,reliable
3182.0,True,False,751,0x000000000000000000000000000000000000001e,reliable
2697.0,True,False,735,0x000000000000000000000000000000000000001e,reliable
6537.55,True,False,724,0x000000000000000000000000000000000000001e,reliable
3541.98,True,False,712,0x000000000000000000000000000000000000001e,reliable
10329.14,True,False,638,0x000000000000000000000000000000000000001e,reliable
3387.48,True,False,563,0x000000000000000000000000000000000000001e,reliable
868.19,True,False,502,0x000000000000000000000000000000000000001e,reliable
37916.22,True,False,476,0x000000000000000000000000000000000000001e,reliable
2411.08,True,False,417,0x000000000000000000000000000000000000001e,reliable
6080.25,True,False,402,0x000000000000000000000000000000000000001e,reliable
340.18,True,False,395,0x000000000000000000000000000000000000001e,reliable
4281.58,True,False,157,0x000000000000000000000000000000000000001e,reliable
7829.02,True,False,101,0x000000000000000000000000000000000000001e,reliable
60519.45,False,False,96,0x000000000000000000000000000000000000001e,reliable
17215.76,True,False,74,0x000000000000000000000000000000000000001e,reliable
5285.75,True,False,38,0x000000000000000000000000000000000000001e,reliable
200.03,True,False,1001,0x000000000000000000000000000000000000001f,moderate
554.23,True,False,952,0x000000000000000000000000000000000000001f,moderate
67515.58,True,False,901,0x000000000000000000000000000000000000001f,moderate
5232.97,True,False,845,0x000000000000000000000000000000000000001f,moderate
749.45,True,False,799,0x000000000000000000000000000000000000001f,moderate
44548.28,True,False,779,0x000000000000000000000000000000000000001f,moderate
142.67,True,False,695,0x000000000000000000000000000000000000001f,moderate
37944.24,True,False,670,0x000000000000000000000000000000000000001f,moderate
707.69,True,False,529,0x000000000000000000000000000000000000001f,moderate
15600.17,True,False,379,0x000000000000000000000000000000000000001f,moderate
27100.7,True,False,338,0x000000000000000000000000000000000000001f,moderate
125327.91,True,False,282,0x000000000000000000000000000000000000001f,moderate
497.03,True,False,1165,0x0000000000000000000000000000000000000020,reliable
267.8,True,False,1134,0x0000000000000000000000000000000000000020,reliable
9608.83,True,False,883,0x0000000000000000000000000000000000000020,reliable
10512.31,True,False,831,0x0000000000000000000000000000000000000020,reliable
630.97,True,False,524,0x0000000000000000000000000000000000000020,reliable
423.02,True,False,509,0x0000000000000000000000000000000000000020,reliable
149.8,True,False,422,0x0000000000000000000000000000000000000020,reliable
8105.39,True,False,323,0x0000000000000000000000000000000000000020,reliable
6734.05,True,False,311,0x0000000000000000000000000000000000000020,reliable
6186.62,True,False,222,0x0000000000000000000000000000000000000020,reliable
4879.54,True,False,145,0x0000000000000000000000000000000000000020,reliable
779.5,True,False,138,0x0000000000000000000000000000000000000020,reliable
165.42,True,False,97,0x0000000000000000000000000000000000000020,reliable
466.36,True,False,1179,0x0000000000000000000000000000000000000021,reliable
5124.18,True,False,1080,0x0000000000000000000000000000000000000021,reliable
610.2,True,False,1007,0x0000000000000000000000000000000000000021,reliable
17611.17,True,False,982,0x0000000000000000000000000000000000000021,reliable
74308.85,True,False,931,0x0000000000000000000000000000000000000021,reliable
1383.2,True,False,775,0x0000000000000000000000000000000000000021,reliable
2222.5,True,False,734,0x0000000000000000000000000000000000000021,reliable
1395.68,True,False,650,0x0000000000000000000000000000000000000021,reliable
9177.23,True,False,647,0x0000000000000000000000000000000000000021,reliable
1046.5,True,False,605,0x0000000000000000000000000000000000000021,reliable
13258.35,True,False,572,0x0000000000000000000000000000000000000021,reliable
6698.89,True,False,535,0x0000000000000000000000000000000000000021,reliable
16817.4,True,False,509,0x0000000000000000000000000000000000000021,reliable
2569.36,True,False,485,0x0000000000000000000000000000000000000021,reliable
602.59,True,False,423,0x0000000000000000000000000000000000000021,reliable
17950.88,True,False,214,0x0000000000000000000000000000000000000021,reliable
6286.76,True,False,168,0x0000000000000000000000000000000000000021,reliable
10282.15,True,False,87,0x0000000000000000000000000000000000000021,reliable
7292.43,True,False,28,0x0000000000000000000000000000000000000021,reliable
